SentimentText,SentimentPolarity
피부 톤이 맑아 보이는 것 같아서 계속 쓰고 있습니다.,1
건성인데에 OOO 비누 사용 후에는 씻고 나왔을 때 얼굴이 안 당겨서 좋습니다.,1
얼굴이 안 당겨서 좋습니다.,1
샘플이 없어서 아쉬워요.,-1
마사지 효과도 있고,1
저자극이고,1
약산성 성분이어서 ,0
당김이 없고 ,1
자극이 없어서 좋았네요.,1
약산성성분이라,0
뽀송한 느낌은 없는데 ,-1
순해서 좋습니다.,1
얼굴이 보들보들해지고,1
깔끔해진다 합니다.,1
제형이 미끄덩거리는 느낌은 없고,1
뻑뻑한 느낌도 없어요.,1
제형이 묽은 상태로 나오다가,1
제형의 질감이 뻑뻑하게 변합니다. ,-1
유통기한 임박한 제품을 판매하는 거 같아 별로예요. ,-1
"조금만 사용해서 거품이 잘 나고, ",1
세정력이 좋아요. ,1
" 얼굴은 깨끗해지고, ",1
당기지 않아 좋네요.,1
특히 향이 좋습니다. ,1
"유통기한이 넉넉하지 않아 아쉽지만, ",-1
겨울철 건조할 때 세안용으로 좋은 듯합니다. ,1
세정력이 좋아,1
  ㅇㅇㅇ 클렌징오일 같이 사용해주면 깨끗해지고 좋아요. ,1
미백 기능 있는 선크림 사용한 후에는 한 번으로는 세정이  부족했습니다,-1
맨 얼굴에는 가벼운 각질 제거와 클렌징이 충분하다고 생각합니다. ,1
딱히 건조하다고 느끼지 못했어요,1
세정력도 좋고,1
촉촉하다고 생각이 듭니다.,1
가벼운 각질 제거로 사용하기 좋다고 생각했어요. ,1
거품도 잘 나고,1
순해서,1
세안 후 개운하면서도,1
얼굴이 당기지 않더라구요.,1
화장 안 한 날 세수할 때 주로 쓰는데 이중세안할 때도 사용하기 좋습니다. ,1
산뜻하게 세정이 되면서도,1
촉촉해서,1
데일리 세안제로 좋습니다.,1
사용감은 산뜻하면서도,1
많이 건조하지 않아서 좋습니다.,1
거품이 잘 나는 타입은 아니라서,-1
거품 만드는 약간의 불편함은 있어요.,-1
클렌징도 깔끔하게 되면서,1
자극이 없어서 좋아요. ,1
당김이 없어서 좋네요.,1
세안 후에 촉촉한 느낌은 없고,-1
뽀드득한 느낌입니다. ,1
거품은 적당히 잘 나고,1
향은 자극적이지 않아 좋아요.,1
"노폐물이나 화이트헤드, 블랙헤드 등이 깨끗하게 씻기지는 않아요.",-1
거품도 잘 나면서,1
"세안 후 얼굴 당김도 덜하고,",1
악건성인데 사계절 다 사용하기 좋아요.,1
사계절 다 사용하기 좋아요.,1
향은 저랑은 안맞았어요. ,-1
성분으로 소다 파우더가 함유되어,0
피지와 노폐물을 자극 없이 순하게 제거해 줘요,1
자극 없이,1
순하게,1
유통기한은 2023년 1월까지로 넉넉합니다.,1
자극적인 방부 성분이 들어있지 않아서,1
지성 피부인데 깔끔하게 세정이 됩니다.,1
깔끔하게 세정이 됩니다.,1
향도 은은하고 좋습니다.,1
"지복합성인 제 피부에 적당한 세정력을 주면서도, ",1
"적당한 세정력을 주면서도, ",1
피부 자극이 별로 없어서,1
착한성분 약산성 클렌징으로 피부에 저자극이어서 좋습니다. ,1
피부에 저자극이어서 좋습니다. ,1
당김도 없고 ,1
풍성한 거품으로 ,1
냄새는 좀 별로인 듯합니다.,-1
세정력도 좋네요.,1
건조함이 많이 개선됐네요.  ,1
수분감이 남아있는 듯 ,1
촉촉한 느낌이 좋아요.,1
레몬같이 상큼한 향이 나서  마음에 드네요.,1
저렴한 가격이면 더 좋겠어요. ,-1
세정도 잘 되고,1
사용감이 개운하면서,1
촉촉하네요.,1
"미끌거리는 느낌도 없고, ",1
향도 천연향이라 ,1
천연 성분에,1
 사용기간이 짧은게 아쉽긴하네요.,-1
 피부가 맑고,1
부드러워서,1
거품 제형도 부드럽고,1
제형은 작은 알갱이인데 물과 닿으면 거품으로 변합니다.,0
거품 입자가 미세하고 부드러워서,1
자극 없이,1
각질을 관리할 수 있어요.,1
무스 같기도 하고 면도거품 같기도 한 풍성한 거품이에요.,1
부드럽고 풍성한 거품으로,1
뽀드득한 느낌인데,1
건조하지 않고,1
얼굴톤이 밝아지네요.,1
상쾌한 풀내가 나서 즐겁습니다.,1
색은 녹차색이고,0
거품이 풍성하게 나고,1
제형에 작은 알갱이가 있어서,0
부드럽게 잘 발립니다.,1
시원한 향이어서 좋았고,1
시원한 향이 좋습니다.,1
거품도 풍성하게 잘 나오고,1
세정력도 만족합니다.,1
건성 피부인데 속당김이 없어 좋습니다.,1
속당김이 없어,1
연두색 내용물에 ,0
저자극으로 필링이 되는 느낌이 드네요. ,1
저자극으로 ,1
데일리로 각질케어하기 좋을것 같네요. ,1
 인공적인 향이 아니어서 좋고 ,1
 세안 후 사용감이 개운하다는 느낌이 들었어요. ,1
 대용량 폼이네요.,1
잔여물이 전혀 나오지 않아서,1
"세척력도 좋고, ",1
거품도 풍성해서,1
"피부 당기는 느낌이 없고,",1
"향은 별로인듯하고, ",-1
쓰다 보니 양은 좀 아쉽네요.,-1
옥수수 첨가물도 그렇고 피부에 무해한 성분들로 구성되어 있어서,0
저자극에 세척력은 별로겠다고 생각했어요.,0
세척력은 별로겠다고 생각했어요.,0
거품도 잘나고,1
클렌징도 깔끔하게 되고,1
당기고 건조하지도 않고 좋아요.,1
녹차성분이 들어있어서 ,1
진정효과도 있는 것 같고,1
" 규조토, 옥수수전분, 소다가 모공까지 청소해준다니 기대감을 갖고 계속 써보려고 합니다. ",0
첫 사용감은 대만족이에요,1
건조하지도 않고 좋아요.,1
시원하고 ,1
청량감 있습니다.,1
성분도 좋은 것 같고,1
소다 성분이 첨가되어,1
피지나 노폐물을 씻어준다고 해서 좋습니다.,1
쌓여 있던 노폐물들을 깔끔히 제거해 주네요.,1
모공까지 씻어내면서 줄어들게 해주는 것 같아요. ,1
썬크림 정도는 깔끔하게 지워주는 OOO 폼이라서 좋아요. ,1
향도 시원해서 누구나 좋아할 듯 합니다. ,1
유통기한이 더 길었으면 좋겠어요.,-1
제형은 쫀쫀하며 작은 알갱이가 있는데,1
자극적이지 않아 ,1
자극적이지 않아서 좋았습니다 ,1
따로 각질 관리 안해도 각질이 사라졌습니다. ,1
청량한 향이 시원하면서 개운합니다. ,1
개봉하면 유통기한은 6개월이라 짧게 느껴지네요. ,-1
여름에 사용하기 좋은 제품이라 추천합니다.,1
뽀득한 사용감이 아니라서 좋고,1
피부가 보들보들합니다.,1
녹차성분이 들어있는 그린 컬러와 향이 마음에 들고,1
그린 컬러와 향이 마음에 들고,1
향이 마음에 들고,1
용량은 작네요.,-1
제형은 녹색빛에 검은 알갱이가 같이 있고 ,0
쫀쫀한 거품이 생겨요.,1
ㅇㅇㅇ  누르면 바로 거품으로 나오는 용기입니다.,1
세안 후 유분이 씻겨지는 느낌이 있는 것 같네요,1
건조하다는 느낌보다는 보송보송한 느낌에 가까울 것 같아요,1
건성 피부이지만 세안 후 당김은 없어요.,1
세안 후 당김은 없어요.,1
미끈거림 없이 깨끗하게 세안 할 수 있어서 좋습니다.,1
향은 허브향이라 편안해요.,1
세정력이 좋아요.,1
지성피부엔 딱인 듯합니다.,1
약산성이라,1
자극도 덜해요.,1
순해서,1
향도 좋아요. ,1
거품도 많고,1
제형이 부드러워서 좋았어요.,1
건조함은 살짝 있네요.,-1
순해서 그런지 아무 이상 없네요. ,1
용량이 큰 폼클렌저네요.,1
연두색에 알갱이 제형이 들어 있고 ,0
세정력이 좋고,1
카올린이나 규조토같은 성분들이 들어있어,0
건성인 분들은 뻑뻑한 사용감으로 느낄 수 있어요.,-1
지성피부에게 아주 좋을 것 같습니다. ,1
 가격이 조금 쎈 점 빼고는,-1
뻑뻑한 사용감으로 느낄 수 있어요.,-1
녹두 색깔의 제품입니다.,0
클렌져는 세정력이 역대급인 듯합니다. ,1
소량만 사용해도 깨끗하게 세안이 되네요. ,1
"오일로 세정한 것도 아니고 이 제품만으로 1차 세안했는데, 2차 세안이 필요없는 제품입니다. ",1
세안 후 건조하지도 않고 정말 좋습니다. ,1
세안 한번에 클렌징이 끝나서 편하네요. ,1
편하네요. ,1
체험 구성품도 와있어서 기뻤어요.,1
부드럽게 거품이 잘 생기면서,1
냄새도 아주 좋네요.,1
향이 정말 좋아요.,1
얼굴 당김이 없고,1
당김은 없고,1
개운한 느낌만 드네요.,1
보들보들하다는 느낌이 이런 건가 봐요.,1
자극이 너무 세지 않고,1
세정력이 못미치는 것 같아요.,-1
그렇게 뽀드득하지 않아 아쉽네요.,-1
각질까지 없어지는 느낌이 안 들어요.,-1
번들거림이 없어,1
지성이 사용하기에 딱 좋아요. ,1
은은한 향도 괜찮네요.,1
샘플이 없어서 아쉽네요.,-1
별다른 효과는 없네요. ,-1
뽀독뽀독 잘 씻기는 느낌이 무난하고 좋습니다.,1
세정력은 좀 더 써봐야 알 것 같아요.,0
다른 사이트가 훨씬 가격이 싸서 불만입니다.,-1
거품도 잘 나고,1
세정력도 좋고,1
촉촉한 느낌도 좋아요.,1
특유의 살짝 시큼한 향이 아쉽습니다.,-1
향을 좀 달달하게 바꿔주시면 좋겠어요.,-1
차라리 무향이 나을 것 같아요.,-1
자극적이지 않고,1
순한것 같네요. ,1
저한테 맞는 것 같아요. ,1
노폐물이 사라지는 느낌이 들어요. ,1
유통기한이 좀 짧은걸로 왔는데,-1
다음에는 유통기한 긴 걸로 받고 싶어요. ,-1
세정력이 좋습니다.,1
지성피부가 사용하기 좋습니다.,1
"제형에 아주 작은 알갱이가 있는데, 거품이 부드러워서 알갱이는 느껴지지 않습니다. ",1
자극적이지 않아서 좋습니다. ,1
향은 제 취향은 아니네요.,-1
여드름이 진정되는 효과는 모르겠어요.,-1
세정력이 좋습니다.,1
각질제거가 되는 느낌입니다.,1
향은 별로지만,-1
씻고 나서의 개운함이 정말 좋습니다.,1
세정도 촉촉함도 이 가격에 이만한 게 없습니다.,1
촉촉함도 이 가격에 이만한 게 없습니다.,1
잘 씻겨서 얼굴 깨끗하게 하는데 도움이 됩니다.,1
순해서 피부 트러블 있는 아이한테도 사용해 보려고 합니다.,1
"성분도 너무 좋고,",1
사용 후 미끌거림이나 건조함 없이,1
건조함 없이,1
상쾌해서,1
향은 호불호가 있을 수 있는데,0
처음엔 향이 이상하다고 생각했지만,-1
향에 거부감이 좀 줄었습니다.,0
샘플 써보구 잘 닦여서 주문했는데,1
건성이신분들은 당김 조금 있습니다. ,-1
당김 조금 있습니다. ,-1
촉촉하기보다는 뽀드득 닦이는 폼클입니다,0
튜브형이라 편하고 ,1
색깔이 그린이라 ,1
냄새는 약간 꼬릿하지만 ,-1
거품도 잘 나고,1
아이쉐도는 잘 닦이고,1
잘 닦인 느낌이 들고 ,1
세안 후 촉촉한 느낌이 들지만,1
극건성이라 좀 지나고 다시 당기긴 합니다,-1
다시 당기긴 합니다,-1
 건성 피부여서 당기는 느낌은 어쩔 수 없지만 이 정도면 촉촉한 것 같습니다.,1
냄새는 별로입니다.,-1
거품 잘 나고,1
씻고 나면 상쾌한 느낌이 들어요. ,1
피부 당김이 심하지 않은 거 보니,1
순한 거 같습니다. ,1
샘플이 없어 아쉬워요.,-1
여드름이 많이 사라진 느낌이에요. ,1
피부톤이 맑아졌습니다.,1
향은 천연향 같은데 좋은지는 모르겠어요.,0
가격대비 데일리로 쓰기에 좋습니다.,1
데일리로 쓰기에 좋습니다.,1
거품도 조금만 짜도 풍성하게 나오고,1
씻고 나면 개운하고,1
보들보들한게,1
피부가 당기지도 않고 좋습니다.,1
건조함이 느껴져서,-1
보습을 꼭 해 줘야 합니다. ,-1
건조해서 별로지만,-1
 클렌징폼으로 충분히 제 기능을 하는 제품입니다. ,1
"가격대비 양은 좀 아쉽지만, ",-1
유통기한도 길어서 좋아요.,1
특가로 저렴하게 구매했습니다.,1
덜 촉촉한 것 같습니다. ,-1
세안후 당김없고 ,1
가격도 저렴히 잘 샀어요. ,1
저렴한 가격에,1
효과는 최고예요. ,1
적은 양으로도 거품 풍성하게 나고,1
제형이 쫀쫀하고,1
세안후 건조하지도 않고 좋습니다. ,1
샘플이 별로 없어서 아쉬워요. ,-1
"말끔히 씻기면서도, ",1
"피부가 부드럽고, ",1
촉촉한 상태를 유지되네요.,1
"제조일자가 많이 지난 제품이고, ",-1
향도 아쉽습니다.,-1
몇번 문지르지 않아도 거품이 금방 생겨서 빨리 세안할 수 있어 좋습니다.,1
많이 건조하지 않고 ,1
 가격대비 괜찮아요. ,1
근데 샘플이 없네요. ,-1
제품 구성도 좋고,1
최저가라 좋습니다.,1
용량이 작아 아쉽지만,-1
눈시림이 없어서 좋습니다.,1
모든 계절 사용하기 좋은 선크림입니다.,1
검은색 옷에 묻으면 자국은 생깁니다.,-1
"은근 얼굴색이 무너지지 않고, ",1
퇴근때까지 잘 유지되네요. ,1
꼼꼼히 발라서인지 얼굴에 티끌 한점 없이 깨끗한 것 같아요.,1
가격대비 양이 적은듯 합니다.,-1
발림성이 좋고 ,1
유분기가 있어 ,1
건성피부인 저에게 잘 맞네요,1
저에게 잘 맞네요,1
적당한 백탁과 적당한 발림성 적당한 지속력 다 좋습니다.,1
적당한 발림성 적당한 지속력 다 좋습니다.,1
적당한 지속력 다 좋습니다.,1
발림성도 좋고,1
백탁이 있고,-1
건조해서,-1
촉촉하기보단 보송한 마무리감이라서,-1
보송한 마무리감이라서,1
쉽게 건조해져요.,-1
여름에 쓰기 딱 좋습니다.,1
백탁 현상 없고,1
눈이 맵지가 않아서 좋습니다.,1
효과가 있는지 모르겠습니다.,-1
역한냄새 나고 ,-1
유통기한도 짧은걸 보냈네요. ,-1
끈적이고,-1
흡수가 안되는 답답한 느낌이 있어요.,-1
톤업 효과는 지속되지는 않고,-1
발림성은 좋네요.,1
후에 화장을 해도 들뜸은 없네요,1
지속되지는 않고,-1
유통기간이 10개월 밖에 안 되네요.,-1
10개월은 너무 짧지 않나요.,-1
10개월 안에 어떻게 다 써야 할지 모르겠네요.,-1
조금 저렴한 이유가 있었네요. ,1
유통기한이 2023년 6월 30일까지 좀 짧네요.,-1
유통기한이 넉넉하지 않네요.,-1
저렴하게 구입했습니다.,1
유통기한은 길지도 짧지도 않은 1년 남았습니다.,0
백탁현상이 거의 없고 금방 사라지네요.,1
끈적임 없이,1
발림성 좋습니다.,1
덧발라도 밀림이 없어,1
자외선 효과도 기대해 봅니다.,0
"트러블 없고, ",1
유분기도 적어서 뽀송뽀송하게 마무리되는 느낌이 좋습니다.,1
뽀송뽀송하게 마무리되는 느낌이 좋습니다.,1
건성보다는 복합성이나 지성인 피부에게 추천해요. ,1
"백탁은 좀 있는 편이고, ",-1
양이 적은 듯합니다.,-1
촉촉하고,1
백탁도 심하지 않아요.,1
UV 차단도 잘되요.,1
땀에는 쉽게 지워질수 있어서 ,-1
용량이 많지는 않아요. ,-1
가격도 저렴하게 잘 샀습니다.,1
유통기한도 넉넉해요.,1
백탁현상도 적고,1
부드럽게 발려서,1
가격도 착하고,1
성분도 좋아요. ,1
용량은 좀 작아서 아쉽네요. ,-1
백탁현상도 심하지 않고,1
발림성도 좋고,1
성분도 좋고,1
가격도 저렴한 선크림이예요.,1
처음에는 향이 이상한데,-1
금세 날아가요.,-1
발림성은 가볍게 발라져서 좋아요.,1
"민감한 피부라 다른 제품 바르고 가려워서 몇 개 버렸는데, 이 제품은 트러블 없어서 좋습니다. ",1
